x_id	y_id	prob	x_name	y_name
910	916	0.9591	joyce brandon	brandon mull
199	917	0.8682	brandon sanderson	brandon mull
419	917	0.8682	brandon sanderson	brandon mull
870	917	0.8682	brandon sanderson	brandon mull
910	917	0.9591	joyce brandon	brandon mull
199	918	1.0	brandon sanderson	brandon sanderson
419	918	1.0	brandon sanderson	brandon sanderson
870	918	1.0	brandon sanderson	brandon sanderson
38	918	0.9927	bryan denson	brandon sanderson
119	919	0.8252	richard stratton	brandon stanton
199	919	1.0	brandon sanderson	brandon stanton
419	919	1.0	brandon sanderson	brandon stanton
870	919	1.0	brandon sanderson	brandon stanton
910	919	0.837	joyce brandon	brandon stanton
199	920	0.983	brandon sanderson	brandon webb
419	920	0.983	brandon sanderson	brandon webb
870	920	0.983	brandon sanderson	brandon webb
910	920	0.9926	joyce brandon	brandon webb
600	921	0.9191	cora brent	brant cooper
927	922	0.9953	ed clarke	breena clarke
127	922	0.7695	brenda michaels	breena clarke
127	923	0.9625	brenda michaels	brenda hiatt
935	924	0.9669	k.m. jackson	brenda jackson
935	925	0.9669	k.m. jackson	brenda jackson
935	926	0.9669	k.m. jackson	brenda jackson
127	927	0.9625	brenda michaels	brenda joyce
910	927	0.999	joyce brandon	brenda joyce
127	928	0.9287	brenda michaels	brenda k. davies
438	929	0.9899	ali novak	brenda novak
127	930	0.7695	brenda michaels	brenda watson
107	930	1.0	watson	brenda watson
400	930	0.8618	ren warom	brenda watson
587	930	0.8668	larry watson	brenda watson
161	933	0.7695	brendan brazier	brenna aubrey
969	935	0.9456	eben weiss	brent weeks
47	936	0.9625	beth ain	bret baier
161	936	0.9988	brendan brazier	bret baier
351	936	0.9456	bree barton	bret baier
404	936	0.9943	brooke barker	bret baier
262	940	0.9461	peter v. brett	brett butler
423	940	0.9461	peter v. brett	brett butler
714	940	0.9461	peter v. brett	brett butler
94	944	0.8902	nicole baart	brett nicholas
211	944	0.8814	nickolas butler	brett nicholas
38	947	0.9994	bryan denson	brian dennis
81	947	0.9262	brian keyser	brian dennis
38	948	0.9262	bryan denson	brian dutton
312	949	0.999	brian freeman	brian f. martin
448	949	1.0	martin	brian f. martin
742	949	0.9552	lex martin	brian f. martin
799	949	0.9969	kat martin	brian f. martin
950	949	1.0	martin	brian f. martin
312	950	0.9998	brian freeman	brian fleming
81	951	0.9262	brian keyser	brian grazer
892	951	0.79	alan gratz	brian grazer
81	952	0.9262	brian keyser	brian greene
312	952	1.0	brian freeman	brian greene
312	953	0.8164	brian freeman	brian haig
59	960	0.9979	blanche vaughan	brian k. vaughan
59	961	0.9979	blanche vaughan	brian k. vaughan
59	962	0.9979	blanche vaughan	brian k. vaughan
81	963	0.9858	brian keyser	brian kilmeade
81	964	0.9858	brian keyser	brian kilmeade
81	966	0.9993	brian keyser	brian kramer
969	967	0.9938	eben weiss	brian l. weiss
312	969	0.7695	brian freeman	brian mcclellan
312	972	0.9781	brian freeman	brian p. moran
81	973	0.9625	brian keyser	brian pinkerton
746	974	0.8169	ben dolnick	brian selznick
81	975	0.9262	brian keyser	brian sibley
81	976	0.9262	brian keyser	brian sibley
81	979	0.997	brian keyser	brian stelter
122	982	0.8618	brown mfa	bronwen evans
370	982	0.9902	dan brown	bronwen evans
371	982	0.9902	dan brown	bronwen evans
907	982	0.9902	dan brown	bronwen evans
173	986	0.921	luke harris	brooke harris
404	986	0.8585	brooke barker	brooke harris
469	986	0.997	brooke james	brooke harris
469	987	0.9858	brooke james	brooke shields
469	988	0.9262	brooke james	brooke siler
577	988	0.9501	mike brooks	brooke siler
962	990	0.98	eric weiner	brownstein,  weiner
932	992	0.9221	carol campbell	bruce campbell
823	995	0.9903	bruce jones	bruce fretts
908	995	0.7953	rhett bruno	bruce fretts
823	997	0.8169	bruce jones	bruce poon tip
823	998	0.9903	bruce jones	bruce porter
